Commodity,Unit,Min Price,Max Price,Avg Price,Date
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू २०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
बोडी(तने),के.जी.,रू १४०.००,रू १५०.००,रू १४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
मकै बोडी,केजी,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
मटरकोशा,के.जी.,रू ८०.००,रू १००.००,रू ९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
घिउ सिमी(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
घिउ सिमी(राजमा),केजी,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
टाटे सिमी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
भटमासकोशा,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
तितो करेला,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
लौका,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
परवर(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
चिचिण्डो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
घिरौला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
फर्सी पाकेको,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
फर्सी हरियो(लाम्चो),के.जी.,रू ४०.००,रू ४५.००,रू ४१.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
हरियो फर्सी(डल्लो),केजी,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
सलगम,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
भिण्डी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
बरेला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
पिंडालू,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
स्कूस,के.जी.,रू २३.००,रू २५.००,रू २४.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
रायो साग,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
पालूगो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
चमसूरको साग,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
तोरीको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
मेथीको साग,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
प्याज हरियो,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
बकूला,के.जी.,रू १००.००,रू ११०.००,रू १०५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
च्याउ(कन्य),के.जी.,रू १८०.००,रू २३०.००,रू २०७.५०,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
च्याउ(डल्ले),के जी,रू २३०.००,रू २८०.००,रू २५७.५०,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
कुरीलो,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
ब्रोकाउली,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
चुकुन्दर,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
रातो बन्दा,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
जिरीको साग,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
सेलरी,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
पार्सले,के.जी.,"रू १,५००.००","रू १,८००.००","रू १,६६६.६७","दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
पुदीना,के.जी.,रू ५००.००,रू ७००.००,रू ६००.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
गान्टे मूला,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
इमली,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
तामा,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
तोफु,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
स्याउ(झोले),के.जी.,रू २४०.००,रू २६०.००,रू २५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
केरा,दर्जन,रू १६०.००,रू १८०.००,रू १७०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
कागती,के.जी.,रू १५०.००,रू १७०.००,रू १६०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
अनार,के.जी.,रू ४५०.००,रू ४८०.००,रू ४६६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
अंगुर(कालो),केजी,रू ३८०.००,रू ४००.००,रू ३९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
सुन्तला(नेपाली),के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
सुन्तला(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
मौसम,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
जुनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
काक्रो(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
काक्रो(हाइब्रीड),के जी,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
निबुवा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
नासपाती(चाइनिज),केजी,रू २३०.००,रू २५०.००,रू २४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
मेवा(नेपाली),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
मेवा(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
अम्बा,के.जी.,रू १५०.००,रू १८०.००,रू १६६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
लप्सी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
शरीफा,के‍.जी,रू १५०.००,रू २००.००,रू १७३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
आभोकाडो,के.जी,रू २००.००,रू २५०.००,रू २२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
अमला,के.जी,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
अदुवा,के.जी.,रू २००.००,रू २१०.००,रू २०५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
खु्र्सानी सुकेको,के.जी.,रू ४००.००,रू ४३०.००,रू ४१५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
खु्र्सानी हरियो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
खुर्सानी हरियो(बुलेट),के जी,रू १००.००,रू ११०.००,रू १०५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
खुर्सानी हरियो(अकबरे),के जी,रू २७०.००,रू ३००.००,रू २८३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
भेडे खु्र्सानी,के.जी.,रू १३०.००,रू १४०.००,रू १३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
लसुन हरियो,के.जी.,रू २५०.००,रू ३२०.००,रू २८७.५०,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
हरियो धनिया,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
लसुन सुकेको चाइनिज,के.जी.,रू ३१०.००,रू ३३०.००,रू ३२०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
लसुन सुकेको नेपाली,के.जी.,रू ३२०.००,रू ३५०.००,रू ३३३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
छ्यापी सुकेको,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
छ्यापी हरियो,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
ताजा माछा(रहु),के जी,रू ३४५.००,रू ३६०.००,रू ३५१.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
ताजा माछा(बचुवा),के जी,रू २५०.००,रू २८०.००,रू २६३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
ताजा माछा(छडी),के जी,रू २४०.००,रू २८०.००,रू २६०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
रुख टमाटर,केजी,रू १५०.००,रू १८०.००,रू १६६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक २३, २०८१"
